"","obecA","obecB","pocet","okresA","okresB","obecA_nazov","obecB_nazov"
"299","510530","510301",1,"SK0318","SK0318","Kalameny","Bešeòová"
"300","510530","510530",5,"SK0318","SK0318","Kalameny","Kalameny"
"301","510530","510599",3,"SK0318","SK0318","Kalameny","Likavka"
"302","510530","510637",1,"SK0318","SK0318","Kalameny","Liptovská Osada"
"303","510530","510670",11,"SK0318","SK0318","Kalameny","Liptovská Teplá"
"304","510530","510751",1,"SK0318","SK0315","Kalameny","Liptovský Ondrej"
"305","510530","510785",3,"SK0318","SK0318","Kalameny","Lisková"
"306","510530","510815",12,"SK0318","SK0318","Kalameny","Lúèky"
"307","510530","510998",45,"SK0318","SK0318","Kalameny","Ružomberok"
"308","510548","510262",3,"SK0318","SK0315","Komjatná","Liptovský Mikuláš"
"309","510548","510386",2,"SK0318","SK0315","Komjatná","Demänovská Dolina"
"310","510548","510548",32,"SK0318","SK0318","Komjatná","Komjatná"
"311","510548","510599",12,"SK0318","SK0318","Komjatná","Likavka"
"312","510548","510670",1,"SK0318","SK0318","Komjatná","Liptovská Teplá"
"313","510548","510807",3,"SK0318","SK0318","Komjatná","¼ubochòa"
"314","510548","510823",1,"SK0318","SK0318","Komjatná","Ludrová"
"315","510548","510998",122,"SK0318","SK0318","Komjatná","Ružomberok"
"316","510548","511056",1,"SK0318","SK0318","Komjatná","Štiavnièka"
"317","510548","511102",4,"SK0318","SK0318","Komjatná","Valaská Dubová"
"318","510564","510262",23,"SK0315","SK0315","Krá¾ova Lehota","Liptovský Mikuláš"
"319","510564","510386",4,"SK0315","SK0315","Krá¾ova Lehota","Demänovská Dolina"
"320","510564","510467",3,"SK0315","SK0315","Krá¾ova Lehota","Hybe"
"321","510564","510564",34,"SK0315","SK0315","Krá¾ova Lehota","Krá¾ova Lehota"
"322","510564","510700",1,"SK0315","SK0315","Krá¾ova Lehota","Liptovské Matiašovce"
"323","510564","510726",45,"SK0315","SK0315","Krá¾ova Lehota","Liptovský Hrádok"
"324","510564","510734",1,"SK0315","SK0315","Krá¾ova Lehota","Liptovský Ján"
"325","510564","510751",3,"SK0315","SK0315","Krá¾ova Lehota","Liptovský Ondrej"
"326","510564","510858",6,"SK0315","SK0315","Krá¾ova Lehota","Malužiná"
"327","510564","510947",4,"SK0315","SK0315","Krá¾ova Lehota","Podtureò"
"328","510564","510998",1,"SK0315","SK0318","Krá¾ova Lehota","Ružomberok"
"329","510564","511013",1,"SK0315","SK0315","Krá¾ova Lehota","Smreèany"
"330","510564","511099",1,"SK0315","SK0315","Krá¾ova Lehota","Uhorská Ves"
"331","510564","511188",1,"SK0315","SK0315","Krá¾ova Lehota","Vyšná Boca"
"332","510564","511196",3,"SK0315","SK0315","Krá¾ova Lehota","Závažná Poruba"
"333","510564","558281",4,"SK0315","SK0315","Krá¾ova Lehota","Liptovská Porúbka"
"334","510572","507300",1,"SK0315","SK0318","Kvaèany","Ivachnová"
"335","510572","510262",61,"SK0315","SK0315","Kvaèany","Liptovský Mikuláš"
"336","510572","510386",5,"SK0315","SK0315","Kvaèany","Demänovská Dolina"
"337","510572","510424",1,"SK0315","SK0315","Kvaèany","Gôtovany"
"338","510572","510564",4,"SK0315","SK0315","Kvaèany","Krá¾ova Lehota"
"339","510572","510572",40,"SK0315","SK0315","Kvaèany","Kvaèany"
"340","510572","510653",5,"SK0315","SK0315","Kvaèany","Liptovská Sielnica"
"341","510572","510700",1,"SK0315","SK0315","Kvaèany","Liptovské Matiašovce"
"342","510572","510726",3,"SK0315","SK0315","Kvaèany","Liptovský Hrádok"
"343","510572","510777",3,"SK0315","SK0315","Kvaèany","Liptovský Trnovec"
"344","510572","510807",1,"SK0315","SK0318","Kvaèany","¼ubochòa"
"345","510572","510998",3,"SK0315","SK0318","Kvaèany","Ružomberok"
"346","510572","511013",2,"SK0315","SK0315","Kvaèany","Smreèany"
"347","510572","511196",1,"SK0315","SK0315","Kvaèany","Závažná Poruba"
"348","510581","510262",61,"SK0315","SK0315","Lazisko","Liptovský Mikuláš"
"349","510581","510301",1,"SK0315","SK0318","Lazisko","Bešeòová"
"350","510581","510408",1,"SK0315","SK0315","Lazisko","Dúbrava"
"351","510581","510581",2,"SK0315","SK0315","Lazisko","Lazisko"
"352","510581","510670",1,"SK0315","SK0318","Lazisko","Liptovská Teplá"
"353","510581","510726",1,"SK0315","SK0315","Lazisko","Liptovský Hrádok"
"354","510581","510751",1,"SK0315","SK0315","Lazisko","Liptovský Ondrej"
"355","510581","510793",1,"SK0315","SK0315","Lazisko","¼ube¾a"
"356","510581","510998",3,"SK0315","SK0318","Lazisko","Ružomberok"
"357","510581","511048",8,"SK0315","SK0315","Lazisko","Svätý Kríž"
"358","510581","511153",1,"SK0315","SK0315","Lazisko","Vlachy"
"359","510581","511196",4,"SK0315","SK0315","Lazisko","Závažná Poruba"
"360","510581","511200",1,"SK0315","SK0315","Lazisko","Žiar"
"361","510599","510262",24,"SK0318","SK0315","Likavka","Liptovský Mikuláš"
"362","510599","510301",2,"SK0318","SK0318","Likavka","Bešeòová"
"363","510599","510416",1,"SK0318","SK0315","Likavka","Galovany"
"364","510599","510548",2,"SK0318","SK0318","Likavka","Komjatná"
"365","510599","510599",91,"SK0318","SK0318","Likavka","Likavka"
"366","510599","510637",3,"SK0318","SK0318","Likavka","Liptovská Osada"
"367","510599","510661",1,"SK0318","SK0318","Likavka","Liptovská Štiavnica"
"368","510599","510670",1,"SK0318","SK0318","Likavka","Liptovská Teplá"
"369","510599","510726",3,"SK0318","SK0315","Likavka","Liptovský Hrádok"
"370","510599","510785",7,"SK0318","SK0318","Likavka","Lisková"
"371","510599","510807",3,"SK0318","SK0318","Likavka","¼ubochòa"
"372","510599","510815",3,"SK0318","SK0318","Likavka","Lúèky"
"373","510599","510823",3,"SK0318","SK0318","Likavka","Ludrová"
"374","510599","510866",4,"SK0318","SK0318","Likavka","Martinèek"
"375","510599","510904",1,"SK0318","SK0315","Likavka","Partizánska ¼upèa"
"376","510599","510998",389,"SK0318","SK0318","Likavka","Ružomberok"
"377","510599","511005",5,"SK0318","SK0318","Likavka","Liptovské Sliaèe"
"378","510599","511056",3,"SK0318","SK0318","Likavka","Štiavnièka"
"379","510602","510262",12,"SK0315","SK0315","Liptovská Anna","Liptovský Mikuláš"
"380","510602","510301",1,"SK0315","SK0318","Liptovská Anna","Bešeòová"
"381","510602","510408",1,"SK0315","SK0315","Liptovská Anna","Dúbrava"
"382","510602","510602",1,"SK0315","SK0315","Liptovská Anna","Liptovská Anna"
"383","510602","510998",2,"SK0315","SK0318","Liptovská Anna","Ružomberok"
"384","510611","510262",51,"SK0315","SK0315","Liptovská Kokava","Liptovský Mikuláš"
"385","510611","510408",1,"SK0315","SK0315","Liptovská Kokava","Dúbrava"
"386","510611","510521",1,"SK0315","SK0315","Liptovská Kokava","Jamník"
"387","510611","510564",1,"SK0315","SK0315","Liptovská Kokava","Krá¾ova Lehota"
"388","510611","510611",34,"SK0315","SK0315","Liptovská Kokava","Liptovská Kokava"
"389","510611","510726",72,"SK0315","SK0315","Liptovská Kokava","Liptovský Hrádok"
"390","510611","510734",1,"SK0315","SK0315","Liptovská Kokava","Liptovský Ján"
"391","510611","510947",6,"SK0315","SK0315","Liptovská Kokava","Podtureò"
"392","510611","510963",9,"SK0315","SK0315","Liptovská Kokava","Pribylina"
"393","510611","510998",2,"SK0315","SK0318","Liptovská Kokava","Ružomberok"
"394","510611","511099",3,"SK0315","SK0315","Liptovská Kokava","Uhorská Ves"
"395","510611","511111",1,"SK0315","SK0315","Liptovská Kokava","Vavrišovo"
"396","510611","511129",1,"SK0315","SK0315","Liptovská Kokava","Važec"
"397","510611","511196",8,"SK0315","SK0315","Liptovská Kokava","Závažná Poruba"
"398","510611","558281",5,"SK0315","SK0315","Liptovská Kokava","Liptovská Porúbka"
"399","510629","507300",1,"SK0318","SK0318","Liptovská Lúžna","Ivachnová"
"400","510629","510262",5,"SK0318","SK0315","Liptovská Lúžna","Liptovský Mikuláš"
"401","510629","510386",1,"SK0318","SK0315","Liptovská Lúžna","Demänovská Dolina"
"402","510629","510599",16,"SK0318","SK0318","Liptovská Lúžna","Likavka"
"403","510629","510629",86,"SK0318","SK0318","Liptovská Lúžna","Liptovská Lúžna"
"404","510629","510637",40,"SK0318","SK0318","Liptovská Lúžna","Liptovská Osada"
"405","510629","510670",2,"SK0318","SK0318","Liptovská Lúžna","Liptovská Teplá"
"406","510629","510718",5,"SK0318","SK0318","Liptovská Lúžna","Liptovské Revúce"
"407","510629","510726",1,"SK0318","SK0315","Liptovská Lúžna","Liptovský Hrádok"
"408","510629","510734",1,"SK0318","SK0315","Liptovská Lúžna","Liptovský Ján"
"409","510629","510785",2,"SK0318","SK0318","Liptovská Lúžna","Lisková"
"410","510629","510823",1,"SK0318","SK0318","Liptovská Lúžna","Ludrová"
"411","510629","510904",4,"SK0318","SK0315","Liptovská Lúžna","Partizánska ¼upèa"
"412","510629","510955",1,"SK0318","SK0318","Liptovská Lúžna","Potok"
"413","510629","510998",235,"SK0318","SK0318","Liptovská Lúžna","Ružomberok"
"414","510629","511056",4,"SK0318","SK0318","Liptovská Lúžna","Štiavnièka"
"415","510629","511102",3,"SK0318","SK0318","Liptovská Lúžna","Valaská Dubová"
"416","510629","511196",1,"SK0318","SK0315","Liptovská Lúžna","Závažná Poruba"
"417","510637","510262",5,"SK0318","SK0315","Liptovská Osada","Liptovský Mikuláš"
"418","510637","510301",2,"SK0318","SK0318","Liptovská Osada","Bešeòová"
"419","510637","510599",8,"SK0318","SK0318","Liptovská Osada","Likavka"
"420","510637","510629",5,"SK0318","SK0318","Liptovská Osada","Liptovská Lúžna"
"421","510637","510637",90,"SK0318","SK0318","Liptovská Osada","Liptovská Osada"
"422","510637","510661",2,"SK0318","SK0318","Liptovská Osada","Liptovská Štiavnica"
"423","510637","510670",1,"SK0318","SK0318","Liptovská Osada","Liptovská Teplá"
"424","510637","510718",7,"SK0318","SK0318","Liptovská Osada","Liptovské Revúce"
"425","510637","510947",1,"SK0318","SK0315","Liptovská Osada","Podtureò"
"426","510637","510955",2,"SK0318","SK0318","Liptovská Osada","Potok"
"427","510637","510998",138,"SK0318","SK0318","Liptovská Osada","Ružomberok"
"428","510653","510262",90,"SK0315","SK0315","Liptovská Sielnica","Liptovský Mikuláš"
"429","510653","510301",1,"SK0315","SK0318","Liptovská Sielnica","Bešeòová"
"430","510653","510335",1,"SK0315","SK0315","Liptovská Sielnica","Bobrovník"
"431","510653","510351",1,"SK0315","SK0315","Liptovská Sielnica","Bukovina"
"432","510653","510386",4,"SK0315","SK0315","Liptovská Sielnica","Demänovská Dolina"
"433","510653","510408",1,"SK0315","SK0315","Liptovská Sielnica","Dúbrava"
"434","510653","510513",1,"SK0315","SK0315","Liptovská Sielnica","Jalovec"
"435","510653","510564",1,"SK0315","SK0315","Liptovská Sielnica","Krá¾ova Lehota"
"436","510653","510572",1,"SK0315","SK0315","Liptovská Sielnica","Kvaèany"
"437","510653","510653",10,"SK0315","SK0315","Liptovská Sielnica","Liptovská Sielnica"
"438","510653","510726",2,"SK0315","SK0315","Liptovská Sielnica","Liptovský Hrádok"
"439","510653","510777",5,"SK0315","SK0315","Liptovská Sielnica","Liptovský Trnovec"
"440","510653","510912",1,"SK0315","SK0315","Liptovská Sielnica","Pavèina Lehota"
"441","510653","510947",1,"SK0315","SK0315","Liptovská Sielnica","Podtureò"
"442","510653","510971",1,"SK0315","SK0315","Liptovská Sielnica","Prosiek"
"443","510653","510998",10,"SK0315","SK0318","Liptovská Sielnica","Ružomberok"
"444","510653","511099",3,"SK0315","SK0315","Liptovská Sielnica","Uhorská Ves"
"445","510653","511196",4,"SK0315","SK0315","Liptovská Sielnica","Závažná Poruba"
"446","510661","510262",10,"SK0318","SK0315","Liptovská Štiavnica","Liptovský Mikuláš"
"447","510661","510301",1,"SK0318","SK0318","Liptovská Štiavnica","Bešeòová"
"448","510661","510599",4,"SK0318","SK0318","Liptovská Štiavnica","Likavka"
"449","510661","510637",2,"SK0318","SK0318","Liptovská Štiavnica","Liptovská Osada"
"450","510661","510661",26,"SK0318","SK0318","Liptovská Štiavnica","Liptovská Štiavnica"
"451","510661","510726",2,"SK0318","SK0315","Liptovská Štiavnica","Liptovský Hrádok"
"452","510661","510785",1,"SK0318","SK0318","Liptovská Štiavnica","Lisková"
"453","510661","510823",4,"SK0318","SK0318","Liptovská Štiavnica","Ludrová"
"454","510661","510904",1,"SK0318","SK0315","Liptovská Štiavnica","Partizánska ¼upèa"
"455","510661","510998",228,"SK0318","SK0318","Liptovská Štiavnica","Ružomberok"
"456","510661","511005",3,"SK0318","SK0318","Liptovská Štiavnica","Liptovské Sliaèe"
"457","510661","511056",5,"SK0318","SK0318","Liptovská Štiavnica","Štiavnièka"
"458","510670","507300",3,"SK0318","SK0318","Liptovská Teplá","Ivachnová"
"459","510670","510262",28,"SK0318","SK0315","Liptovská Teplá","Liptovský Mikuláš"
"460","510670","510301",2,"SK0318","SK0318","Liptovská Teplá","Bešeòová"
"461","510670","510335",1,"SK0318","SK0315","Liptovská Teplá","Bobrovník"
"462","510670","510530",1,"SK0318","SK0318","Liptovská Teplá","Kalameny"
"463","510670","510599",2,"SK0318","SK0318","Liptovská Teplá","Likavka"
"464","510670","510670",54,"SK0318","SK0318","Liptovská Teplá","Liptovská Teplá"
"465","510670","510726",3,"SK0318","SK0315","Liptovská Teplá","Liptovský Hrádok"
"466","510670","510734",1,"SK0318","SK0315","Liptovská Teplá","Liptovský Ján"
"467","510670","510742",1,"SK0318","SK0318","Liptovská Teplá","Liptovský Michal"
"468","510670","510785",7,"SK0318","SK0318","Liptovská Teplá","Lisková"
"469","510670","510815",11,"SK0318","SK0318","Liptovská Teplá","Lúèky"
"470","510670","510904",2,"SK0318","SK0315","Liptovská Teplá","Partizánska ¼upèa"
"471","510670","510998",106,"SK0318","SK0318","Liptovská Teplá","Ružomberok"
"472","510670","511005",1,"SK0318","SK0318","Liptovská Teplá","Liptovské Sliaèe"
"473","510670","511030",1,"SK0318","SK0318","Liptovská Teplá","Stankovany"
"474","510670","511056",1,"SK0318","SK0318","Liptovská Teplá","Štiavnièka"
"475","510670","511153",1,"SK0318","SK0315","Liptovská Teplá","Vlachy"
"476","510670","511196",2,"SK0318","SK0315","Liptovská Teplá","Závažná Poruba"
"477","510688","510262",14,"SK0315","SK0315","Liptovské Beharovce","Liptovský Mikuláš"
"478","510688","510386",2,"SK0315","SK0315","Liptovské Beharovce","Demänovská Dolina"
"479","510688","510408",1,"SK0315","SK0315","Liptovské Beharovce","Dúbrava"
"480","510688","510688",1,"SK0315","SK0315","Liptovské Beharovce","Liptovské Beharovce"
"481","510696","507300",1,"SK0315","SK0318","Liptovské K¾aèany","Ivachnová"
"482","510696","510262",34,"SK0315","SK0315","Liptovské K¾aèany","Liptovský Mikuláš"
"483","510696","510301",1,"SK0315","SK0318","Liptovské K¾aèany","Bešeòová"
"484","510696","510386",1,"SK0315","SK0315","Liptovské K¾aèany","Demänovská Dolina"
"485","510696","510408",2,"SK0315","SK0315","Liptovské K¾aèany","Dúbrava"
"486","510696","510424",2,"SK0315","SK0315","Liptovské K¾aèany","Gôtovany"
"487","510696","510696",5,"SK0315","SK0315","Liptovské K¾aèany","Liptovské K¾aèany"
"488","510696","510726",2,"SK0315","SK0315","Liptovské K¾aèany","Liptovský Hrádok"
"489","510696","510793",3,"SK0315","SK0315","Liptovské K¾aèany","¼ube¾a"
"490","510696","510815",1,"SK0315","SK0318","Liptovské K¾aèany","Lúèky"
"491","510696","510858",1,"SK0315","SK0315","Liptovské K¾aèany","Malužiná"
"492","510696","510904",3,"SK0315","SK0315","Liptovské K¾aèany","Partizánska ¼upèa"
"493","510696","510947",1,"SK0315","SK0315","Liptovské K¾aèany","Podtureò"
"494","510696","510998",2,"SK0315","SK0318","Liptovské K¾aèany","Ružomberok"
"495","510696","511048",2,"SK0315","SK0315","Liptovské K¾aèany","Svätý Kríž"
"496","510696","511153",2,"SK0315","SK0315","Liptovské K¾aèany","Vlachy"
"497","510696","511196",4,"SK0315","SK0315","Liptovské K¾aèany","Závažná Poruba"
"498","510700","510262",27,"SK0315","SK0315","Liptovské Matiašovce","Liptovský Mikuláš"
"499","510700","510351",1,"SK0315","SK0315","Liptovské Matiašovce","Bukovina"
"500","510700","510572",2,"SK0315","SK0315","Liptovské Matiašovce","Kvaèany"
"501","510700","510653",2,"SK0315","SK0315","Liptovské Matiašovce","Liptovská Sielnica"
"502","510700","510700",3,"SK0315","SK0315","Liptovské Matiašovce","Liptovské Matiašovce"
"503","510700","510726",7,"SK0315","SK0315","Liptovské Matiašovce","Liptovský Hrádok"
"504","510700","510734",1,"SK0315","SK0315","Liptovské Matiašovce","Liptovský Ján"
"505","510700","510777",3,"SK0315","SK0315","Liptovské Matiašovce","Liptovský Trnovec"
"506","510700","510998",2,"SK0315","SK0318","Liptovské Matiašovce","Ružomberok"
"507","510700","511099",1,"SK0315","SK0315","Liptovské Matiašovce","Uhorská Ves"
"508","510700","511196",1,"SK0315","SK0315","Liptovské Matiašovce","Závažná Poruba"
"509","510718","510262",5,"SK0318","SK0315","Liptovské Revúce","Liptovský Mikuláš"
"510","510718","510386",1,"SK0318","SK0315","Liptovské Revúce","Demänovská Dolina"
"511","510718","510599",5,"SK0318","SK0318","Liptovské Revúce","Likavka"
"512","510718","510637",8,"SK0318","SK0318","Liptovské Revúce","Liptovská Osada"
"513","510718","510661",3,"SK0318","SK0318","Liptovské Revúce","Liptovská Štiavnica"
"514","510718","510670",3,"SK0318","SK0318","Liptovské Revúce","Liptovská Teplá"
"515","510718","510718",59,"SK0318","SK0318","Liptovské Revúce","Liptovské Revúce"
"516","510718","510904",1,"SK0318","SK0315","Liptovské Revúce","Partizánska ¼upèa"
"517","510718","510955",2,"SK0318","SK0318","Liptovské Revúce","Potok"
"518","510718","510998",136,"SK0318","SK0318","Liptovské Revúce","Ružomberok"
"519","510718","511005",2,"SK0318","SK0318","Liptovské Revúce","Liptovské Sliaèe"
"520","510726","507300",1,"SK0315","SK0318","Liptovský Hrádok","Ivachnová"
"521","510726","510262",440,"SK0315","SK0315","Liptovský Hrádok","Liptovský Mikuláš"
"522","510726","510271",1,"SK0315","SK0315","Liptovský Hrádok","Beòadiková"
"523","510726","510319",1,"SK0315","SK0315","Liptovský Hrádok","Bobrovèek"
"524","510726","510327",1,"SK0315","SK0315","Liptovský Hrádok","Bobrovec"
"525","510726","510386",15,"SK0315","SK0315","Liptovský Hrádok","Demänovská Dolina"
"526","510726","510408",1,"SK0315","SK0315","Liptovský Hrádok","Dúbrava"
"527","510726","510467",8,"SK0315","SK0315","Liptovský Hrádok","Hybe"
"528","510726","510521",7,"SK0315","SK0315","Liptovský Hrádok","Jamník"
"529","510726","510564",14,"SK0315","SK0315","Liptovský Hrádok","Krá¾ova Lehota"
"530","510726","510611",2,"SK0315","SK0315","Liptovský Hrádok","Liptovská Kokava"
"531","510726","510653",1,"SK0315","SK0315","Liptovský Hrádok","Liptovská Sielnica"
"532","510726","510726",902,"SK0315","SK0315","Liptovský Hrádok","Liptovský Hrádok"
"533","510726","510734",26,"SK0315","SK0315","Liptovský Hrádok","Liptovský Ján"
"534","510726","510751",3,"SK0315","SK0315","Liptovský Hrádok","Liptovský Ondrej"
"535","510726","510807",1,"SK0315","SK0318","Liptovský Hrádok","¼ubochòa"
"536","510726","510858",16,"SK0315","SK0315","Liptovský Hrádok","Malužiná"
"537","510726","510912",1,"SK0315","SK0315","Liptovský Hrádok","Pavèina Lehota"
"538","510726","510947",39,"SK0315","SK0315","Liptovský Hrádok","Podtureò"
"539","510726","510963",9,"SK0315","SK0315","Liptovský Hrádok","Pribylina"
"540","510726","510998",30,"SK0315","SK0318","Liptovský Hrádok","Ružomberok"
"541","510726","511013",3,"SK0315","SK0315","Liptovský Hrádok","Smreèany"
"542","510726","511048",1,"SK0315","SK0315","Liptovský Hrádok","Svätý Kríž"
"543","510726","511099",23,"SK0315","SK0315","Liptovský Hrádok","Uhorská Ves"
"544","510726","511111",4,"SK0315","SK0315","Liptovský Hrádok","Vavrišovo"
"545","510726","511129",8,"SK0315","SK0315","Liptovský Hrádok","Važec"
"546","510726","511170",17,"SK0315","SK0315","Liptovský Hrádok","Východná"
"547","510726","511188",1,"SK0315","SK0315","Liptovský Hrádok","Vyšná Boca"
"548","510726","511196",36,"SK0315","SK0315","Liptovský Hrádok","Závažná Poruba"
"549","510726","558281",37,"SK0315","SK0315","Liptovský Hrádok","Liptovská Porúbka"
"550","510726","580287",3,"SK0315","SK0315","Liptovský Hrádok","Liptovský Peter"
"551","510734","510262",113,"SK0315","SK0315","Liptovský Ján","Liptovský Mikuláš"
"552","510734","510386",2,"SK0315","SK0315","Liptovský Ján","Demänovská Dolina"
"553","510734","510408",2,"SK0315","SK0315","Liptovský Ján","Dúbrava"
"554","510734","510564",1,"SK0315","SK0315","Liptovský Ján","Krá¾ova Lehota"
"555","510734","510572",1,"SK0315","SK0315","Liptovský Ján","Kvaèany"
"556","510734","510661",1,"SK0315","SK0318","Liptovský Ján","Liptovská Štiavnica"
"557","510734","510726",28,"SK0315","SK0315","Liptovský Ján","Liptovský Hrádok"
"558","510734","510734",59,"SK0315","SK0315","Liptovský Ján","Liptovský Ján"
"559","510734","510751",3,"SK0315","SK0315","Liptovský Ján","Liptovský Ondrej"
"560","510734","510777",1,"SK0315","SK0315","Liptovský Ján","Liptovský Trnovec"
"561","510734","510785",1,"SK0315","SK0318","Liptovský Ján","Lisková"
"562","510734","510921",1,"SK0315","SK0315","Liptovský Ján","Pavlova Ves"
"563","510734","510947",5,"SK0315","SK0315","Liptovský Ján","Podtureò"
"564","510734","510963",1,"SK0315","SK0315","Liptovský Ján","Pribylina"
"565","510734","510998",7,"SK0315","SK0318","Liptovský Ján","Ružomberok"
"566","510734","511099",1,"SK0315","SK0315","Liptovský Ján","Uhorská Ves"
"567","510734","511129",1,"SK0315","SK0315","Liptovský Ján","Važec"
"568","510734","511153",1,"SK0315","SK0315","Liptovský Ján","Vlachy"
"569","510734","511170",1,"SK0315","SK0315","Liptovský Ján","Východná"
"570","510734","511196",7,"SK0315","SK0315","Liptovský Ján","Závažná Poruba"
"571","510734","558281",6,"SK0315","SK0315","Liptovský Ján","Liptovská Porúbka"
"572","510742","510262",8,"SK0318","SK0315","Liptovský Michal","Liptovský Mikuláš"
"573","510742","510301",1,"SK0318","SK0318","Liptovský Michal","Bešeòová"
"574","510742","510408",1,"SK0318","SK0315","Liptovský Michal","Dúbrava"
"575","510742","510424",1,"SK0318","SK0315","Liptovský Michal","Gôtovany"
"576","510742","510599",3,"SK0318","SK0318","Liptovský Michal","Likavka"
"577","510742","510670",3,"SK0318","SK0318","Liptovský Michal","Liptovská Teplá"
